"age","work.class","final.weight","education","years.school","marital.status","occupation","relationship","race","sex","hours.per.week","native.country","income","income.g50"
43," Self-emp-not-inc",272165," 9th",5," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K",0
37," Self-emp-inc",126675," Bachelors",13," Never-married"," Exec-managerial"," Own-child"," White"," Male",40," United-States"," <=50K",0
42," Local-gov",70655," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",44," United-States"," <=50K",0
52," Local-gov",91689," Some-college",10," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",40," United-States"," <=50K",0
36," Private",192704," 12th",8," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",50," United-States"," <=50K",0
37," Private",125933," Assoc-acdm",12," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",50," United-States"," >50K",1
61," Private",96660," Some-college",10," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",34," United-States"," >50K",1
26," Private",73312," 11th",7," Never-married"," Machine-op-inspct"," Unmarried"," White"," Female",15," United-States"," <=50K",0
38," Local-gov",116580," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",20," United-States"," >50K",1
36," ?",224886," HS-grad",9," Married-civ-spouse"," ?"," Husband"," White"," Male",40," United-States"," <=50K",0
22," Local-gov",44064," 11th",7," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",35," United-States"," <=50K",0
39," Private",91711," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," United-States"," >50K",1
43," Private",212847," Some-college",10," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Male",40," United-States"," <=50K",0
22," Private",290504," HS-grad",9," Never-married"," Other-service"," Other-relative"," White"," Male",40," United-States"," <=50K",0
53," Private",191565," 1st-4th",2," Divorced"," Other-service"," Unmarried"," Black"," Female",40," Dominican-Republic"," <=50K",0
35," Private",208165," HS-grad",9," Divorced"," Exec-managerial"," Unmarried"," White"," Female",50," United-States"," <=50K",0
54," Self-emp-not-inc",175804," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," United-States"," >50K",1
45," Private",90758," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",55," United-States"," >50K",1
38," Private",233194," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," Black"," Male",40," United-States"," >50K",1
57," ?",50248," Some-college",10," Married-civ-spouse"," ?"," Husband"," White"," Male",40," United-States"," <=50K",0
20," State-gov",30796," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Female",10," United-States"," <=50K",0
48," Private",105838," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",45," United-States"," >50K",1
32," Private",79586," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," Asian-Pac-Islander"," Male",40," India"," <=50K",0
36," Private",163278," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",40," United-States"," <=50K",0
30," Private",175856," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",38," United-States"," <=50K",0
43," Local-gov",214242," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," >50K",1
19," Private",29083," HS-grad",9," Never-married"," Sales"," Own-child"," Amer-Indian-Eskimo"," Female",25," United-States"," <=50K",0
49," State-gov",354529," Some-college",10," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",40," United-States"," <=50K",0
20," Private",176178," HS-grad",9," Never-married"," Sales"," Own-child"," White"," Female",35," United-States"," <=50K",0
40," Private",198316," 10th",6," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," United-States"," >50K",1
32," Private",193042," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",44," United-States"," <=50K",0
25," Private",109390," HS-grad",9," Never-married"," Transport-moving"," Own-child"," White"," Male",70," United-States"," <=50K",0
57," Private",180920," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",40," United-States"," >50K",1
30," Private",79712," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," Other"," Male",40," United-States"," <=50K",0
44," Private",162028," 11th",7," Divorced"," Sales"," Unmarried"," White"," Female",44," United-States"," <=50K",0
24," ?",174182," 11th",7," Married-civ-spouse"," ?"," Wife"," Other"," Female",24," United-States"," <=50K",0
44," Federal-gov",192771," HS-grad",9," Never-married"," Adm-clerical"," Unmarried"," White"," Female",40," United-States"," <=50K",0
41," State-gov",116520," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," United-States"," >50K",1
36," Private",176335," Some-college",10," Never-married"," Transport-moving"," Not-in-family"," White"," Male",40," United-States"," <=50K",0
50," Federal-gov",69345," Assoc-acdm",12," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",60," United-States"," <=50K",0
75," Private",311184," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",24," United-States"," <=50K",0
51," Private",355954," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",60," United-States"," >50K",1
61," Private",119986," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," ?"," >50K",1
49," Private",189462," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K",0
43," Local-gov",160574," Bachelors",13," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K",0
43," ?",174662," Some-college",10," Divorced"," ?"," Not-in-family"," White"," Female",40," United-States"," <=50K",0
62," Federal-gov",224277," Some-college",10," Widowed"," Protective-serv"," Not-in-family"," White"," Female",40," United-States"," <=50K",0
58," Self-emp-not-inc",130714," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",50," United-States"," <=50K",0
57," ?",85815," HS-grad",9," Divorced"," ?"," Own-child"," Asian-Pac-Islander"," Male",20," United-States"," <=50K",0
42," Private",212737," 9th",5," Separated"," Craft-repair"," Unmarried"," Black"," Male",40," United-States"," <=50K",0
24," Private",163053," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Female",40," United-States"," <=50K",0
28," Private",410450," Bachelors",13," Divorced"," Other-service"," Unmarried"," White"," Female",48," England"," >50K",1
21," Private",211391," Some-college",10," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",27," United-States"," <=50K",0
42," Private",184682," Assoc-voc",11," Divorced"," Tech-support"," Not-in-family"," White"," Female",30," United-States"," <=50K",0
34," Self-emp-inc",175761," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",60," United-States"," >50K",1
82," Self-emp-inc",130329," 7th-8th",4," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",50," United-States"," <=50K",0
21," Private",27049," Some-college",10," Never-married"," Sales"," Own-child"," White"," Female",20," United-States"," <=50K",0
52," Self-emp-not-inc",165278," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",22," United-States"," <=50K",0
23," Private",121650," 5th-6th",3," Never-married"," Handlers-cleaners"," Unmarried"," White"," Male",30," United-States"," <=50K",0
31," Private",261943," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," United-States"," <=50K",0
27," Private",224105," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," United-States"," >50K",1
22," Self-emp-not-inc",214014," Some-college",10," Never-married"," Sales"," Own-child"," Black"," Male",55," United-States"," >50K",1
41," Private",49654," HS-grad",9," Divorced"," Adm-clerical"," Unmarried"," White"," Female",52," United-States"," <=50K",0
37," Private",103925," Some-college",10," Never-married"," Tech-support"," Other-relative"," White"," Female",40," United-States"," <=50K",0
37," Private",59313," Some-college",10," Separated"," Other-service"," Not-in-family"," Black"," Male",40," ?"," <=50K",0
43," Private",193882," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",40," United-States"," >50K",1
25," Private",166415," HS-grad",9," Never-married"," Transport-moving"," Unmarried"," White"," Male",52," United-States"," <=50K",0
49," Private",154451," 11th",7," Divorced"," Machine-op-inspct"," Unmarried"," Black"," Female",35," United-States"," <=50K",0
37," Private",195189," Some-college",10," Divorced"," Other-service"," Unmarried"," Black"," Female",40," United-States"," <=50K",0
68," Private",117236," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",45," United-States"," >50K",1
24," ?",390608," HS-grad",9," Never-married"," ?"," Not-in-family"," White"," Female",36," United-States"," <=50K",0
22," Private",50163," 9th",5," Never-married"," Transport-moving"," Own-child"," White"," Male",40," United-States"," <=50K",0
47," Private",198200," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",50," United-States"," <=50K",0
31," Private",152156," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",45," United-States"," <=50K",0
55," Self-emp-not-inc",26683," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",60," United-States"," <=50K",0
44," Private",279183," Some-college",10," Married-civ-spouse"," Other-service"," Own-child"," White"," Female",40," United-States"," >50K",1
31," Private",264864," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Wife"," Amer-Indian-Eskimo"," Female",40," United-States"," <=50K",0
29," Private",192384," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",40," United-States"," <=50K",0
45," Private",30289," 12th",8," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K",0
21," Private",234108," Some-college",10," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",40," United-States"," <=50K",0
29," Private",186733," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",50," United-States"," <=50K",0
37," Private",210945," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",24," United-States"," <=50K",0
49," Private",43348," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",40," United-States"," >50K",1
45," Private",169180," Some-college",10," Widowed"," Other-service"," Unmarried"," White"," Female",45," United-States"," <=50K",0
17," Private",171080," 12th",8," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",20," United-States"," <=50K",0
70," Private",35494," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",30," United-States"," <=50K",0
51," Self-emp-not-inc",25932," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",60," United-States"," <=50K",0
25," Local-gov",63996," HS-grad",9," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",40," United-States"," <=50K",0
43," Private",141858," 11th",7," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",40," United-States"," <=50K",0
29," Private",112403," Some-college",10," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",35," United-States"," <=50K",0
69," Self-emp-inc",182451," Bachelors",13," Separated"," Exec-managerial"," Not-in-family"," White"," Male",40," United-States"," <=50K",0
60," Private",193235," Assoc-acdm",12," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",24," United-States"," <=50K",0
58," Private",314153," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",40," United-States"," >50K",1
48," Private",278039," HS-grad",9," Divorced"," Sales"," Not-in-family"," White"," Male",60," United-States"," <=50K",0
54," Private",68985," Masters",14," Married-civ-spouse"," Sales"," Husband"," White"," Male",55," United-States"," >50K",1
28," Private",221366," Some-college",10," Never-married"," Craft-repair"," Own-child"," White"," Male",40," United-States"," <=50K",0
48," State-gov",183486," Assoc-voc",11," Divorced"," Prof-specialty"," Unmarried"," White"," Female",56," United-States"," >50K",1
34," Private",296724," Some-college",10," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",17," United-States"," <=50K",0
21," Private",246207," Some-college",10," Never-married"," Adm-clerical"," Own-child"," Black"," Female",20," United-States"," <=50K",0
68," Self-emp-not-inc",116903," Assoc-voc",11," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," United-States"," <=50K",0
33," Private",160216," Masters",14," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",32," ?"," <=50K",0
55," Private",153484," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",50," United-States"," >50K",1
44," Self-emp-not-inc",149943," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," Asian-Pac-Islander"," Male",60," Taiwan"," >50K",1
45," Private",158685," HS-grad",9," Separated"," Sales"," Not-in-family"," White"," Female",40," United-States"," <=50K",0
18," Private",106780," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Female",12," United-States"," <=50K",0
40," Private",117917," HS-grad",9," Married-civ-spouse"," Prof-specialty"," Husband"," Amer-Indian-Eskimo"," Male",50," United-States"," <=50K",0
54," Private",118108," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," Black"," Male",40," United-States"," <=50K",0
43," Private",190403," Bachelors",13," Married-civ-spouse"," Other-service"," Husband"," White"," Male",40," United-States"," <=50K",0
30," Private",101266," HS-grad",9," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",40," United-States"," <=50K",0
20," Private",199011," Some-college",10," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",12," United-States"," <=50K",0
59," Local-gov",114401," HS-grad",9," Widowed"," Other-service"," Not-in-family"," White"," Female",19," United-States"," <=50K",0
27," Private",372500," 5th-6th",3," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",45," Mexico"," <=50K",0
28," Private",291374," 12th",8," Never-married"," Sales"," Unmarried"," Black"," Female",40," United-States"," <=50K",0
36," Private",149833," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",40," United-States"," <=50K",0
32," Federal-gov",249409," HS-grad",9," Never-married"," Other-service"," Own-child"," Black"," Male",40," United-States"," <=50K",0
61," ?",158712," HS-grad",9," Divorced"," ?"," Not-in-family"," White"," Female",99," United-States"," <=50K",0
32," Private",178623," Assoc-acdm",12," Never-married"," Sales"," Not-in-family"," Black"," Female",46," Trinadad&Tobago"," <=50K",0
24," Private",215251," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",50," United-States"," <=50K",0
30," Private",177675," Some-college",10," Never-married"," Craft-repair"," Not-in-family"," White"," Male",40," United-States"," >50K",1
23," Private",413345," Bachelors",13," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",60," United-States"," <=50K",0
20," ?",189740," Some-college",10," Never-married"," ?"," Own-child"," White"," Female",32," United-States"," <=50K",0
37," Federal-gov",448337," HS-grad",9," Never-married"," Exec-managerial"," Unmarried"," Black"," Female",40," United-States"," <=50K",0
63," ?",156799," HS-grad",9," Widowed"," ?"," Not-in-family"," White"," Female",4," United-States"," <=50K",0
46," Private",207301," HS-grad",9," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",37," United-States"," <=50K",0
45," Private",137604," Some-college",10," Never-married"," Other-service"," Not-in-family"," White"," Male",40," United-States"," <=50K",0
25," Self-emp-not-inc",245369," HS-grad",9," Separated"," Craft-repair"," Own-child"," White"," Male",35," United-States"," <=50K",0
33," Private",168030," HS-grad",9," Divorced"," Other-service"," Unmarried"," White"," Female",32," United-States"," <=50K",0
40," Local-gov",99679," Prof-school",15," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",60," United-States"," >50K",1
21," Private",121889," Some-college",10," Never-married"," Sales"," Own-child"," Black"," Female",20," United-States"," <=50K",0
71," ?",100820," HS-grad",9," Married-civ-spouse"," ?"," Husband"," White"," Male",15," United-States"," <=50K",0
54," State-gov",123592," HS-grad",9," Separated"," Adm-clerical"," Unmarried"," Black"," Female",35," United-States"," <=50K",0
35," Private",337286," Masters",14," Never-married"," Exec-managerial"," Not-in-family"," Asian-Pac-Islander"," Male",40," United-States"," <=50K",0
19," Private",25429," Some-college",10," Never-married"," Sales"," Not-in-family"," White"," Female",25," United-States"," <=50K",0
34," Local-gov",226296," Bachelors",13," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",40," United-States"," >50K",1
90," Private",250832," 10th",6," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," United-States"," <=50K",0
62," Local-gov",180162," 9th",5," Divorced"," Protective-serv"," Not-in-family"," Black"," Male",24," United-States"," <=50K",0
55," Self-emp-inc",227856," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",50," United-States"," >50K",1
37," Private",174150," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," United-States"," >50K",1
32," ?",227160," Some-college",10," Divorced"," ?"," Not-in-family"," White"," Male",40," United-States"," <=50K",0
64," Federal-gov",341695," Some-college",10," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",40," United-States"," >50K",1
54," Private",178946," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",48," United-States"," >50K",1
36," Private",131459," 7th-8th",4," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K",0
52," Private",226084," HS-grad",9," Widowed"," Priv-house-serv"," Other-relative"," White"," Female",40," United-States"," <=50K",0
63," Private",114011," HS-grad",9," Separated"," Craft-repair"," Not-in-family"," White"," Female",20," United-States"," <=50K",0
55," Private",249072," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",60," United-States"," <=50K",0
25," Private",262778," Masters",14," Never-married"," Other-service"," Not-in-family"," White"," Female",37," United-States"," <=50K",0
35," Private",36270," HS-grad",9," Divorced"," Craft-repair"," Not-in-family"," White"," Male",60," United-States"," <=50K",0
64," Private",159715," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",20," United-States"," <=50K",0
34," Private",124569," Some-college",10," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",40," United-States"," <=50K",0
27," Private",158156," HS-grad",9," Never-married"," Other-service"," Not-in-family"," White"," Female",42," United-States"," <=50K",0
19," Private",226913," Some-college",10," Never-married"," Sales"," Own-child"," White"," Female",20," United-States"," <=50K",0
38," Private",405284," Bachelors",13," Never-married"," Other-service"," Own-child"," White"," Female",35," United-States"," <=50K",0
62," Private",113440," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",35," United-States"," <=50K",0
18," Private",101795," 10th",6," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",40," United-States"," <=50K",0
29," Private",110226," Masters",14," Never-married"," Sales"," Not-in-family"," White"," Male",65," ?"," <=50K",0
41," Local-gov",32185," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," United-States"," >50K",1
24," Private",243190," Assoc-acdm",12," Separated"," Craft-repair"," Unmarried"," Asian-Pac-Islander"," Male",40," United-States"," >50K",1
25," Private",239461," Masters",14," Never-married"," Prof-specialty"," Own-child"," White"," Male",35," United-States"," <=50K",0
49," Private",84298," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",40," United-States"," >50K",1
53," Private",204584," Masters",14," Divorced"," Sales"," Not-in-family"," White"," Female",40," United-States"," <=50K",0
39," Private",174924," HS-grad",9," Separated"," Exec-managerial"," Not-in-family"," White"," Male",40," United-States"," >50K",1
48," Self-emp-inc",213140," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," United-States"," >50K",1
33," Private",229732," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Male",45," United-States"," >50K",1
26," Local-gov",220656," Bachelors",13," Never-married"," Prof-specialty"," Own-child"," Black"," Male",38," England"," <=50K",0
18," Private",120691," Some-college",10," Never-married"," Other-service"," Own-child"," Black"," Male",35," ?"," <=50K",0
26," Private",90277," HS-grad",9," Never-married"," Adm-clerical"," Own-child"," White"," Male",40," ?"," <=50K",0
35," Private",161141," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," United-States"," <=50K",0
32," Private",340940," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," United-States"," <=50K",0
48," Private",148549," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",50," United-States"," <=50K",0
27," Private",388998," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Male",46," United-States"," >50K",1
55," Local-gov",104917," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," Black"," Male",40," United-States"," >50K",1
47," Private",209320," HS-grad",9," Separated"," Other-service"," Not-in-family"," White"," Female",40," United-States"," <=50K",0
32," Private",194740," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",40," United-States"," >50K",1
37," Private",201319," Some-college",10," Separated"," Other-service"," Unmarried"," White"," Female",40," United-States"," <=50K",0
43," Private",220776," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",35," United-States"," >50K",1
54," ?",185936," 9th",5," Divorced"," ?"," Not-in-family"," White"," Female",15," United-States"," <=50K",0
31," Private",20511," Bachelors",13," Never-married"," Other-service"," Not-in-family"," White"," Female",25," United-States"," <=50K",0
20," Private",51816," HS-grad",9," Never-married"," Protective-serv"," Own-child"," Black"," Male",40," United-States"," <=50K",0
39," Private",746786," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",55," United-States"," >50K",1
31," Private",291702," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K",0
58," Local-gov",223214," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",40," United-States"," <=50K",0
38," ?",203482," 7th-8th",4," Married-civ-spouse"," ?"," Husband"," White"," Male",45," United-States"," <=50K",0
20," Private",117476," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K",0
21," Private",170456," Assoc-acdm",12," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",15," United-States"," <=50K",0
23," Private",289982," HS-grad",9," Never-married"," Sales"," Not-in-family"," White"," Female",40," United-States"," <=50K",0
30," Private",272451," Bachelors",13," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",40," United-States"," <=50K",0
24," Private",190015," HS-grad",9," Never-married"," Sales"," Own-child"," White"," Male",40," United-States"," <=50K",0
39," State-gov",122011," Masters",14," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",38," United-States"," >50K",1
35," Private",196491," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Male",50," United-States"," <=50K",0
74," ?",256674," HS-grad",9," Widowed"," ?"," Not-in-family"," White"," Female",25," United-States"," <=50K",0
58," Local-gov",53481," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",35," United-States"," <=50K",0
37," Private",327323," 5th-6th",3," Separated"," Farming-fishing"," Not-in-family"," White"," Male",32," Guatemala"," <=50K",0
38," Local-gov",210991," Bachelors",13," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K",0
18," Private",115839," 12th",8," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",30," United-States"," <=50K",0
42," Private",33155," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",45," United-States"," <=50K",0
47," Federal-gov",55377," Bachelors",13," Never-married"," Adm-clerical"," Unmarried"," Black"," Male",40," United-States"," >50K",1
77," Private",117898," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",50," United-States"," >50K",1
30," Private",85708," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",40," United-States"," <=50K",0
19," Private",246652," Some-college",10," Never-married"," Sales"," Own-child"," White"," Female",40," United-States"," <=50K",0
52," ?",159755," Assoc-voc",11," Married-civ-spouse"," ?"," Husband"," White"," Male",50," United-States"," >50K",1
18," Private",92864," 12th",8," Never-married"," Other-service"," Own-child"," White"," Female",20," United-States"," <=50K",0
24," Private",388885," HS-grad",9," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",48," United-States"," <=50K",0
18," Private",193166," 9th",5," Never-married"," Sales"," Own-child"," White"," Female",42," United-States"," <=50K",0
39," Self-emp-inc",543042," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",50," United-States"," >50K",1
25," Private",32275," Some-college",10," Married-civ-spouse"," Exec-managerial"," Wife"," Other"," Female",40," United-States"," <=50K",0
35," Self-emp-inc",187046," Masters",14," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",50," United-States"," <=50K",0
28," Private",285294," Bachelors",13," Married-civ-spouse"," Sales"," Wife"," Black"," Female",45," United-States"," >50K",1
19," Private",475028," HS-grad",9," Never-married"," Sales"," Own-child"," White"," Female",20," United-States"," <=50K",0
59," Self-emp-not-inc",174056," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",40," United-States"," >50K",1
18," Private",112974," 11th",7," Never-married"," Prof-specialty"," Other-relative"," White"," Male",3," United-States"," <=50K",0
51," Private",138179," HS-grad",9," Separated"," Machine-op-inspct"," Not-in-family"," White"," Male",40," United-States"," <=50K",0
54," ?",180211," Some-college",10," Married-civ-spouse"," ?"," Husband"," Asian-Pac-Islander"," Male",60," South"," >50K",1
41," Private",128354," Bachelors",13," Married-civ-spouse"," Tech-support"," Wife"," White"," Female",25," United-States"," >50K",1
66," Self-emp-inc",249043," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",26," United-States"," >50K",1
24," Local-gov",289886," 11th",7," Never-married"," Other-service"," Not-in-family"," Asian-Pac-Islander"," Male",45," United-States"," <=50K",0
41," Private",303510," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," United-States"," <=50K",0
35," Private",207676," Some-college",10," Never-married"," Handlers-cleaners"," Own-child"," Black"," Male",40," United-States"," <=50K",0
39," Private",188391," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",50," United-States"," >50K",1
61," Private",122246," 12th",8," Married-civ-spouse"," Other-service"," Wife"," White"," Female",40," United-States"," <=50K",0
61," Private",153790," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Wife"," Black"," Female",40," United-States"," <=50K",0
34," Private",133503," Some-college",10," Divorced"," Transport-moving"," Not-in-family"," White"," Male",40," United-States"," <=50K",0
53," Private",55861," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," >50K",1
46," Local-gov",202560," Bachelors",13," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",40," United-States"," <=50K",0
27," Private",292120," HS-grad",9," Divorced"," Tech-support"," Not-in-family"," White"," Female",45," United-States"," <=50K",0
50," Federal-gov",69614," 10th",6," Separated"," Craft-repair"," Not-in-family"," White"," Male",56," United-States"," <=50K",0
25," Private",124590," HS-grad",9," Never-married"," Exec-managerial"," Other-relative"," White"," Male",40," United-States"," <=50K",0
30," Private",177522," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Own-child"," White"," Female",20," United-States"," <=50K",0
33," Local-gov",198183," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",50," United-States"," >50K",1
36," Private",143385," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",40," United-States"," <=50K",0
50," Private",358740," HS-grad",9," Divorced"," Adm-clerical"," Unmarried"," White"," Female",40," England"," <=50K",0
34," Private",55176," Some-college",10," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",40," United-States"," >50K",1
30," Self-emp-inc",173858," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," Asian-Pac-Islander"," Male",40," South"," >50K",1
48," Self-emp-not-inc",107231," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",50," United-States"," >50K",1
21," Private",221955," 9th",5," Never-married"," Handlers-cleaners"," Other-relative"," White"," Male",40," Mexico"," <=50K",0
41," Private",156566," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",50," United-States"," >50K",1
